user_id,segment_name,kmeans_segment,auto_segment,tenure_days,recency_days,value_proxy,true_cancellation_rate,discount_sensitivity,bundling_ratio,avg_nights_stayed,avg_bags
380434,Deal-Sensitive High-Risk Users,3,0,275.0,45.0,621.9200000000001,0.0,0.3333333333333333,1.0,2.333333333333333,0.3333333333333333
380436,Discount-Oriented Bundlers,0,2,275.0,191.0,278.25,0.0,1.0,1.0,4.0,1.0
380757,Deal-Sensitive High-Risk Users,3,0,275.0,23.0,334.87333333333333,0.0,0.3333333333333333,1.0,4.666666666666666,0.3333333333333333
380874,Discount-Oriented Bundlers,0,2,275.0,83.0,458.41666666666663,0.0,1.0,1.0,1.3333333333333333,0.6666666666666666
380949,Deal-Sensitive High-Risk Users,3,0,275.0,11.0,598.645,0.2,0.3333333333333333,0.8333333333333334,1.8,0.1666666666666666
381259,Discount-Oriented Bundlers,0,2,275.0,199.0,787.48,0.0,0.0,1.0,1.0,1.0
381465,Deal-Sensitive High-Risk Users,3,0,275.0,30.0,257.91666666666663,0.25,0.4,1.0,7.4,0.0
382181,Discount-Oriented Bundlers,0,2,274.0,54.0,565.6800000000001,0.0,0.0,0.6666666666666666,2.0,0.6666666666666666
382384,Discount-Oriented Bundlers,0,2,274.0,194.0,384.63,0.0,0.0,1.0,,1.0
385689,Deal-Sensitive High-Risk Users,3,0,272.0,48.0,618.4366666666667,0.0,0.5,1.0,4.0,0.3333333333333333
386255,High-Value Frequent Users,2,3,271.0,138.0,268.0,0.0,0.0,,4.0,
386914,High-Value High-Cancellation Users,4,4,271.0,4.0,7766.03,0.5,1.0,0.3333333333333333,2.0,3.0
387282,High-Value Frequent Users,2,3,271.0,123.0,330.0,0.0,1.0,,4.0,
387783,Discount-Oriented Bundlers,0,2,270.0,170.0,619.9266666666666,0.0,0.0,1.0,4.666666666666666,0.0
388328,Discount-Oriented Bundlers,0,2,270.0,64.0,579.1666666666666,0.0,0.4,1.0,4.6,1.0
388767,Discount-Oriented Bundlers,0,2,270.0,186.0,561.3399999999999,0.0,0.0,1.0,10.0,1.0
388947,Discount-Oriented Bundlers,0,2,270.0,155.0,605.6966666666667,0.0,0.3333333333333333,0.6666666666666666,2.0,0.6666666666666666
389434,Discount-Oriented Bundlers,0,2,269.0,124.0,610.7716666666665,0.2,0.3333333333333333,1.0,1.3333333333333333,0.5
389662,Discount-Oriented Bundlers,0,2,269.0,122.0,503.09,0.0,0.3333333333333333,1.0,1.3333333333333333,1.0
389759,Discount-Oriented Bundlers,0,2,269.0,64.0,1245.23,0.0,0.3333333333333333,1.0,1.6666666666666667,0.3333333333333333
390811,Deal-Sensitive High-Risk Users,3,0,269.0,10.0,500.34,0.0,0.0,1.0,3.333333333333333,0.6666666666666666
392453,Deal-Sensitive High-Risk Users,3,3,268.0,18.0,499.98,0.0,1.0,1.0,11.0,1.0
395202,High-Value Frequent Users,2,3,266.0,15.0,228.0,0.0,0.0,,13.0,
395981,Discount-Oriented Bundlers,0,2,266.0,54.0,1016.9733333333334,0.0,0.3333333333333333,1.0,1.0,1.0
396552,Discount-Oriented Bundlers,0,2,265.0,103.0,380.9625,0.0,0.0,1.0,0.75,0.5
399137,Discount-Oriented Bundlers,0,2,263.0,75.0,611.735,0.0,0.25,1.0,3.75,1.0
399218,Discount-Oriented Bundlers,0,2,263.0,125.0,366.95,0.0,0.0,0.5,2.0,0.5
399799,Deal-Sensitive High-Risk Users,3,0,263.0,9.0,431.55,0.0,0.0,1.0,2.0,0.5
400275,Discount-Oriented Bundlers,0,2,263.0,112.0,799.525,0.0,1.0,0.5,4.0,0.5
400582,Discount-Oriented Bundlers,0,2,263.0,61.0,486.13,0.0,0.25,1.0,2.25,0.0
400899,Discount-Oriented Bundlers,0,2,262.0,53.0,560.6699999999998,0.0,0.0,1.0,3.333333333333333,0.6666666666666666
401245,Discount-Oriented Bundlers,0,2,262.0,165.0,444.26666666666665,0.0,0.3333333333333333,0.6666666666666666,3.0,0.0
402332,Discount-Oriented Bundlers,0,2,262.0,74.0,569.45,0.0,1.0,1.0,0.5,0.0
402978,Deal-Sensitive High-Risk Users,3,0,261.0,51.0,489.01,0.0,0.25,1.0,3.0,0.75
403881,Deal-Sensitive High-Risk Users,3,0,261.0,32.0,888.9175,0.0,0.0,1.0,2.5,0.75
404879,Deal-Sensitive High-Risk Users,3,0,260.0,35.0,508.05333333333334,0.0,0.0,0.75,3.333333333333333,0.5
405305,Discount-Oriented Bundlers,0,2,260.0,58.0,798.5333333333333,0.0,0.0,1.0,1.0,0.6666666666666666
406210,Deal-Sensitive High-Risk Users,3,0,259.0,9.0,762.405,0.0,0.0,1.0,6.5,0.5
407118,Longer-Stay Law-Value Users,1,1,259.0,29.0,713.92,0.3333333333333333,0.25,1.0,11.5,0.75
407250,Deal-Sensitive High-Risk Users,3,0,259.0,48.0,586.9758333333333,0.0,0.0,0.75,3.0,0.25
407275,Discount-Oriented Bundlers,0,2,259.0,60.0,353.4041666666667,0.0,0.0,0.75,4.666666666666666,0.5
407434,High-Value Frequent Users,2,3,259.0,202.0,177.0,0.0,0.0,,9.0,
407642,Deal-Sensitive High-Risk Users,3,0,259.0,26.0,476.885,0.0,0.0,1.0,1.0,0.0
408551,Deal-Sensitive High-Risk Users,3,0,258.0,11.0,507.695,0.0,0.0,1.0,2.0,0.5
409073,Discount-Oriented Bundlers,0,2,258.0,70.0,700.1866666666666,0.0,0.0,1.0,1.6666666666666667,1.0
411179,Longer-Stay Law-Value Users,1,1,256.0,100.0,533.9,0.3333333333333333,0.75,1.0,5.25,0.3333333333333333
411701,Discount-Oriented Bundlers,0,2,256.0,127.0,736.27,0.0,0.0,1.0,1.0,1.0
413128,Deal-Sensitive High-Risk Users,3,0,255.0,23.0,666.19,0.0,0.6,1.0,5.6,0.25
413340,High-Value Frequent Users,2,3,255.0,32.0,314.35333333333335,0.0,0.3333333333333333,0.3333333333333333,8.0,0.6666666666666666
413418,Deal-Sensitive High-Risk Users,3,0,255.0,16.0,326.835,0.0,0.0,1.0,3.0,1.5
413658,Longer-Stay Law-Value Users,1,1,255.0,31.0,1535.0266666666666,0.3333333333333333,0.5,0.6666666666666666,3.0,1.6666666666666667
414128,Deal-Sensitive High-Risk Users,3,0,255.0,31.0,1298.2166666666667,0.0,0.25,1.0,2.75,0.3333333333333333
415282,Discount-Oriented Bundlers,0,2,254.0,133.0,1292.94,0.0,0.0,1.0,3.5,0.0
415381,Discount-Oriented Bundlers,0,2,254.0,112.0,269.9033333333333,0.0,0.0,0.6666666666666666,2.5,1.0
415581,Deal-Sensitive High-Risk Users,3,0,254.0,10.0,565.2566666666667,0.0,0.0,1.0,5.666666666666666,0.6666666666666666
416319,Deal-Sensitive High-Risk Users,3,0,254.0,18.0,183.3,0.0,0.0,1.0,,0.5
416580,Deal-Sensitive High-Risk Users,3,0,254.0,26.0,440.3375,0.2,0.5,1.0,2.6,0.25
417679,Deal-Sensitive High-Risk Users,3,0,253.0,24.0,614.7139999999999,0.0,0.6,0.8,2.75,0.4
418329,Deal-Sensitive High-Risk Users,3,0,253.0,9.0,266.84,0.0,0.6666666666666666,1.0,9.0,0.6666666666666666
418488,Deal-Sensitive High-Risk Users,3,0,253.0,46.0,528.4,0.0,0.0,1.0,3.25,0.5
418692,Longer-Stay Law-Value Users,1,1,253.0,11.0,1267.675,0.3333333333333333,0.75,1.0,5.0,0.25
420648,Deal-Sensitive High-Risk Users,3,0,252.0,60.0,975.575,0.0,0.6666666666666666,1.0,5.5,0.0
420669,Longer-Stay Law-Value Users,1,1,252.0,44.0,706.51,0.5,0.3333333333333333,0.8,5.0,0.6
421247,Deal-Sensitive High-Risk Users,3,0,251.0,46.0,393.39750000000004,0.0,0.5,1.0,2.0,0.5
421515,Discount-Oriented Bundlers,0,2,251.0,115.0,516.05,0.0,0.5,1.0,1.0,0.5
421666,Longer-Stay Law-Value Users,1,1,251.0,31.0,641.59,0.5,0.3333333333333333,1.0,1.0,1.0
421700,Deal-Sensitive High-Risk Users,3,0,251.0,16.0,510.3133333333333,0.0,0.6666666666666666,1.0,5.0,0.0
421870,High-Value High-Cancellation Users,4,4,251.0,126.0,7687.356666666666,0.0,0.6666666666666666,0.6666666666666666,2.5,2.666666666666667
422066,Deal-Sensitive High-Risk Users,3,0,251.0,19.0,549.995,0.0,0.25,1.0,5.0,1.25
423042,Deal-Sensitive High-Risk Users,3,0,250.0,54.0,305.4386666666667,0.1666666666666666,0.4285714285714285,1.0,3.0,0.6
423413,High-Value Frequent Users,2,3,250.0,74.0,269.0,0.0,0.0,,20.0,
424553,Discount-Oriented Bundlers,0,2,249.0,73.0,519.0166666666667,0.0,0.0,1.0,5.333333333333333,1.0
425632,Discount-Oriented Bundlers,0,2,249.0,109.0,592.49,0.0,0.3333333333333333,1.0,5.0,0.5
425953,Deal-Sensitive High-Risk Users,3,0,248.0,26.0,306.85249999999996,0.0,0.25,1.0,2.0,0.0
425966,Discount-Oriented Bundlers,0,2,248.0,156.0,803.835,0.0,0.0,1.0,1.5,0.5
426478,Longer-Stay Law-Value Users,1,1,248.0,50.0,1473.74,0.5,0.6666666666666666,0.5,9.0,0.0
427426,Discount-Oriented Bundlers,0,2,248.0,128.0,300.8833333333333,0.0,0.0,0.6666666666666666,1.0,0.3333333333333333
427506,Deal-Sensitive High-Risk Users,3,0,248.0,23.0,654.4200000000001,0.3333333333333333,0.5,1.0,1.5,0.75
428056,Deal-Sensitive High-Risk Users,3,0,247.0,19.0,791.9841666666666,0.0,0.0,0.75,3.0,0.0
428552,Deal-Sensitive High-Risk Users,3,0,247.0,46.0,639.4449999999999,0.0,0.5,1.0,1.5,0.0
428858,Longer-Stay Law-Value Users,1,1,247.0,31.0,1597.11,0.3333333333333333,0.25,1.0,8.0,0.3333333333333333
429345,High-Value Frequent Users,2,3,247.0,129.0,119.0,0.0,1.0,,6.0,
429375,Discount-Oriented Bundlers,0,1,247.0,109.0,884.7075,0.3333333333333333,0.25,0.5,1.5,0.5
430722,Discount-Oriented Bundlers,0,2,246.0,77.0,610.9975,0.3333333333333333,0.5,1.0,3.25,0.5
431144,Discount-Oriented Bundlers,0,2,246.0,156.0,410.82,0.0,0.5,1.0,4.5,0.0
431337,Discount-Oriented Bundlers,0,2,246.0,84.0,615.8866666666667,0.0,0.0,1.0,2.0,1.0
431602,Longer-Stay Law-Value Users,1,1,245.0,97.0,974.3375,0.3333333333333333,0.5,0.5,1.5,0.75
431746,Discount-Oriented Bundlers,0,2,245.0,187.0,659.16,0.0,1.0,1.0,1.0,2.0
431899,Longer-Stay Law-Value Users,1,1,245.0,160.0,624.5899999999999,1.0,0.5,1.0,4.0,0.0
431912,High-Value Frequent Users,2,2,245.0,204.0,295.89,0.0,0.0,0.0,,1.0
432333,Deal-Sensitive High-Risk Users,3,0,245.0,49.0,689.86,0.0,0.5,1.0,4.5,1.0
432637,Discount-Oriented Bundlers,0,2,245.0,140.0,580.9,0.0,0.3333333333333333,1.0,2.0,0.3333333333333333
432941,Discount-Oriented Bundlers,0,2,245.0,130.0,1148.0733333333333,0.0,0.0,1.0,4.75,0.3333333333333333
433080,Deal-Sensitive High-Risk Users,3,0,244.0,42.0,430.0525,0.0,0.5,1.0,3.0,0.75
433339,Deal-Sensitive High-Risk Users,3,0,244.0,29.0,264.64,0.0,0.5,1.0,7.0,1.0
433905,High-Value Frequent Users,2,3,244.0,136.0,140.0,0.0,0.0,,14.0,
434238,Deal-Sensitive High-Risk Users,3,0,244.0,22.0,92.46000000000001,0.0,0.5,0.5,1.0,0.5
434623,Deal-Sensitive High-Risk Users,3,0,244.0,7.0,645.39,0.25,0.6,1.0,1.8,0.2
435231,Deal-Sensitive High-Risk Users,3,0,243.0,16.0,156.88,0.0,0.0,1.0,4.0,1.0
435596,Discount-Oriented Bundlers,0,2,243.0,130.0,624.7149999999999,0.0,0.0,1.0,2.0,0.5
435669,Discount-Oriented Bundlers,0,2,243.0,77.0,861.12,0.0,0.5,1.0,0.5,0.5
435837,High-Value Frequent Users,2,3,243.0,144.0,154.0,0.0,0.0,,12.0,
435882,Deal-Sensitive High-Risk Users,3,1,243.0,9.0,434.6975,0.3333333333333333,0.5,1.0,1.5,0.25
436320,Deal-Sensitive High-Risk Users,3,0,243.0,57.0,313.21500000000003,0.0,1.0,1.0,2.0,0.5
436894,Deal-Sensitive High-Risk Users,3,0,242.0,12.0,244.405,0.0,0.0,1.0,4.0,0.5
437069,Deal-Sensitive High-Risk Users,3,0,242.0,41.0,482.08,0.0,0.4,1.0,3.4,0.6
437162,Longer-Stay Law-Value Users,1,1,242.0,152.0,758.1066666666667,0.5,1.0,1.0,2.333333333333333,1.0
437251,Deal-Sensitive High-Risk Users,3,0,242.0,24.0,442.7066666666666,0.0,0.0,1.0,1.3333333333333333,0.3333333333333333
437539,Deal-Sensitive High-Risk Users,3,0,242.0,20.0,466.23,0.0,0.2,1.0,1.6,0.4
437549,Discount-Oriented Bundlers,0,2,242.0,100.0,467.2833333333333,0.0,0.3333333333333333,1.0,2.666666666666667,1.0
438189,Deal-Sensitive High-Risk Users,3,0,242.0,53.0,572.3716666666667,0.0,0.1666666666666666,0.8333333333333334,2.0,0.8333333333333333
438406,Deal-Sensitive High-Risk Users,3,0,242.0,37.0,922.3483333333334,0.0,0.5,0.75,1.3333333333333333,0.5
438551,High-Value High-Cancellation Users,4,4,241.0,57.0,13781.46,0.3333333333333333,0.5,1.0,7.5,5.0
438596,Discount-Oriented Bundlers,0,2,241.0,153.0,267.48,0.0,0.5,1.0,4.5,1.0
438839,Discount-Oriented Bundlers,0,2,241.0,87.0,373.44333333333327,0.0,0.3333333333333333,1.0,6.666666666666666,0.6666666666666666
438937,Discount-Oriented Bundlers,0,2,241.0,185.0,641.1700000000001,0.0,0.5,1.0,2.0,0.5
438985,Longer-Stay Law-Value Users,1,1,241.0,18.0,1682.475,0.3333333333333333,0.75,1.0,5.5,0.25
439052,Discount-Oriented Bundlers,0,2,241.0,101.0,703.12,0.0,0.25,1.0,4.25,0.5
439120,Discount-Oriented Bundlers,0,2,241.0,98.0,491.955,0.0,0.5,0.5,1.0,0.5
439363,Discount-Oriented Bundlers,0,2,241.0,77.0,307.76666666666665,0.0,0.0,1.0,5.666666666666666,0.3333333333333333
440212,Discount-Oriented Bundlers,0,2,241.0,103.0,636.68,0.0,1.0,1.0,2.0,1.0
440655,Deal-Sensitive High-Risk Users,3,0,240.0,36.0,539.9933333333333,0.0,0.3333333333333333,1.0,1.6666666666666667,0.0
441200,Discount-Oriented Bundlers,0,2,240.0,135.0,368.62,0.0,0.0,1.0,3.5,1.0
441205,High-Value Frequent Users,2,0,240.0,12.0,398.87,0.0,0.5,0.0,,0.5
441448,Deal-Sensitive High-Risk Users,3,0,240.0,45.0,935.04,0.0,0.0,1.0,2.0,1.0
441457,Discount-Oriented Bundlers,0,2,240.0,125.0,330.6733333333333,0.0,0.6666666666666666,1.0,3.6666666666666665,0.0
441982,Discount-Oriented Bundlers,0,2,240.0,88.0,601.8153333333333,0.0,0.4,0.6,2.666666666666667,0.4
442484,Deal-Sensitive High-Risk Users,3,0,239.0,31.0,366.7933333333333,0.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333
442718,Discount-Oriented Bundlers,0,2,239.0,93.0,800.8325,0.0,0.5,0.5,5.0,0.25
442812,High-Value Frequent Users,2,3,239.0,125.0,85.0,0.0,0.0,,10.0,
442819,Discount-Oriented Bundlers,0,2,239.0,172.0,799.69,0.0,0.0,1.0,1.0,1.0
442833,Deal-Sensitive High-Risk Users,3,0,239.0,25.0,881.81,0.0,0.0,1.0,1.0,0.25
443305,Deal-Sensitive High-Risk Users,3,0,239.0,21.0,351.2,0.0,0.0,1.0,3.0,1.0
443453,Discount-Oriented Bundlers,0,2,239.0,96.0,558.665,0.0,0.25,1.0,0.75,0.25
443598,Deal-Sensitive High-Risk Users,3,0,239.0,43.0,1395.54,0.0,1.0,1.0,4.5,0.5
443652,Discount-Oriented Bundlers,0,2,239.0,65.0,508.96,0.0,0.0,1.0,2.75,1.0
444387,Deal-Sensitive High-Risk Users,3,0,238.0,23.0,550.0,0.0,0.0,0.6666666666666666,,0.3333333333333333
444885,Deal-Sensitive High-Risk Users,3,0,238.0,39.0,580.48,0.0,0.0,1.0,3.0,2.0
445351,Discount-Oriented Bundlers,0,2,238.0,84.0,349.52750000000003,0.0,0.25,0.75,3.6666666666666665,0.0
445515,Deal-Sensitive High-Risk Users,3,0,238.0,24.0,856.47,0.0,0.0,1.0,2.0,0.5
446124,Deal-Sensitive High-Risk Users,3,0,238.0,56.0,556.204,0.0,0.2,1.0,2.6,0.6
446138,Longer-Stay Law-Value Users,1,1,238.0,20.0,375.15999999999997,0.3333333333333333,0.75,1.0,5.0,0.0
