"user_id","birthdate","gender","married","has_children","home_city","home_airport","sign_up_date","avg_lead_time","avg_bags","avg_hotel_spend","discount_sensitivity","avg_discount_value","bundling_ratio","true_cancellation_rate","avg_page_clicks","avg_base_fare","avg_nights_stayed","last_active_date"
"252835","1986-01-20","F","false","true","chicago","ORD","2022-07-18","7.9415833333333334","0.60000000000000000000","132.7500000000000000","0.20000000000000000000","0.06000000000000000000","0.8","0","18.8000000000000000","335.3100000000000000","2.7500000000000000","2023-07-10 06:24:00"
"258451","2000-12-10","F","false","false","miami","OPF","2022-07-22","5.7999537037037037","","178.0000000000000000","0.50000000000000000000","0.00000000000000000000","","1","66.0000000000000000","","13.0000000000000000","2023-06-17 15:43:04"
"264470","1978-11-05","F","false","true","bakersfield","BFL","2022-07-27","8.5555671296296296","0.50000000000000000000","200.0000000000000000","0.50000000000000000000","0.02500000000000000000","1","0","23.5000000000000000","436.5100000000000000","4.5000000000000000","2023-03-25 14:05:00"
"276512","1982-08-27","F","true","true","austin","AUS","2022-08-06","10.1928587962962963","1.00000000000000000000","100.0000000000000000","0.00000000000000000000","0.00000000000000000000","1","0","26.0000000000000000","395.6900000000000000","1.00000000000000000000","2023-01-24 11:19:00"
"281952","1987-01-23","F","false","false","louisville","LOU","2022-08-11","7.6680381944444445","1.5000000000000000","131.5000000000000000","0.50000000000000000000","0.07500000000000000000","1","0","24.5000000000000000","342.3600000000000000","1.00000000000000000000","2023-07-08 20:53:00"
"283325","1973-05-15","F","true","false","dallas","DAL","2022-08-12","9.0493055555555556","0.00000000000000000000","360.5000000000000000","0.50000000000000000000","0.05000000000000000000","2","0","24.0000000000000000","453.2700000000000000","3.0000000000000000","2023-06-22 21:04:00"
"290123","1983-04-08","F","true","false","houston","HOU","2022-08-18","6.5407126322751323","0.85714285714285714286","240.0000000000000000","0.00000000000000000000","0.00000000000000000000","0.8571428571428571","0","24.0000000000000000","685.1585714285714286","2.1666666666666667","2023-07-14 06:23:00"
"297546","1972-12-05","F","true","false","new york","JFK","2022-08-24","6.7735925925925926","0.75000000000000000000","106.0000000000000000","0.20000000000000000000","0.01000000000000000000","1.25","0","27.6000000000000000","415.1800000000000000","5.2000000000000000","2023-07-07 21:49:00"
"298253","1977-08-01","F","true","true","los angeles","LAX","2022-08-24","6.4977314814814815","2.0000000000000000","","0.00000000000000000000","0.00000000000000000000","0","0","10.0000000000000000","712.4200000000000000","","2023-03-29 19:02:00"
"299476","1985-05-19","F","true","false","atlanta","ATL","2022-08-25","7.8694328703703704","0.00000000000000000000","71.0000000000000000","0.00000000000000000000","0.00000000000000000000","1","0","41.0000000000000000","192.3800000000000000","1.00000000000000000000","2023-01-15 18:03:00"
"306819","1964-04-02","F","true","true","new york","JFK","2022-09-01","7.7837268518518519","0.33333333333333333333","298.6666666666666667","0.33333333333333333333","0.00000000000000000000","1","0.5","94.3333333333333333","90.0533333333333333","1.00000000000000000000","2023-04-07 04:03:00"
"312488","1993-06-27","M","true","false","new york","JFK","2022-09-05","6.3615046296296296","1.00000000000000000000","299.0000000000000000","0.00000000000000000000","0.00000000000000000000","1","0","20.0000000000000000","407.1000000000000000","0.00000000000000000000","2023-07-09 22:17:00"
"313724","1972-05-13","F","false","false","tulsa","TUL","2022-09-06","9.9070158179012346","0.80000000000000000000","183.5000000000000000","0.16666666666666666667","0.00000000000000000000","1.2","0.2","54.0000000000000000","382.2600000000000000","3.0000000000000000","2023-07-01 04:15:38"
"316527","1982-07-17","F","true","true","winnipeg","YWG","2022-09-08","7.8383275462962963","0.25000000000000000000","322.7500000000000000","0.25000000000000000000","0.01250000000000000000","1","0","22.5000000000000000","434.9725000000000000","3.0000000000000000","2023-04-20 22:27:00"
"317688","1983-05-19","F","false","true","indianapolis","IND","2022-09-09","8.7324189814814815","0.50000000000000000000","168.2500000000000000","0.25000000000000000000","0.01250000000000000000","1","0","22.7500000000000000","309.6850000000000000","1.2500000000000000","2023-07-11 22:15:00"
"322867","1977-12-07","F","false","false","mobile","BFM","2022-09-14","6.8317129629629630","1.00000000000000000000","189.0000000000000000","0.00000000000000000000","0.00000000000000000000","1","0","35.0000000000000000","173.0400000000000000","7.0000000000000000","2023-01-18 13:58:00"
"324191","1984-05-27","F","false","false","san diego","SAN","2022-09-15","10.1694502314814815","0.50000000000000000000","273.5000000000000000","0.00000000000000000000","0.00000000000000000000","1","0","20.0000000000000000","49.8700000000000000","4.5000000000000000","2023-03-17 20:18:00"
"328590","1968-07-23","F","false","false","san diego","NZY","2022-09-18","6.2731452546296296","0.25000000000000000000","155.0000000000000000","0.75000000000000000000","0.07500000000000000000","0.5","0.3333333333333333","86.0000000000000000","914.1525000000000000","4.5000000000000000","2023-05-18 20:23:00"
"330764","1985-02-06","F","false","false","detroit","DET","2022-09-20","6.13238136574074075648","1.00000000000000000000","129.5000000000000000","0.50000000000000000000","0.01250000000000000000","1","0.3333333333333333","81.7500000000000000","375.5200000000000000","4.5000000000000000","2023-04-04 15:35:00"
"330893","1980-12-16","F","true","true","oklahoma city","OKC","2022-09-20","5.9109799382716049","0.66666666666666666667","138.0000000000000000","0.00000000000000000000","0.00000000000000000000","1","0","28.3333333333333333","287.2033333333333333","2.0000000000000000","2023-06-30 22:54:00"
"331039","1979-08-02","F","true","true","london","YXU","2022-09-20","243.9722722123611111","3.0000000000000000","209.0000000000000000","1.00000000000000000000","0.05000000000000000000","1","1","42.0000000000000000","2290.8700000000000000","8.0000000000000000","2023-04-23 09:07:37"
"334787","1971-04-27","F","false","false","minneapolis","MSP","2022-09-23","5.6453202160493827","0.66666666666666666667","169.0000000000000000","0.33333333333333333333","0.01666666666666666667","1","0","24.6666666666666667","252.7233333333333333","2.0000000000000000","2023-03-25 15:22:00"
"338086","1983-12-13","F","false","true","washington","IAD","2022-09-25","7.3277546296296297","0.50000000000000000000","63.0000000000000000","0.50000000000000000000","0.10000000000000000000","1","0","24.0000000000000000","490.8450000000000000","1.00000000000000000000","2023-05-08 11:18:00"
"340166","1973-05-17","M","true","true","san francisco","SFO","2022-09-27","3.0592939814814815","","237.0000000000000000","0.00000000000000000000","0.00000000000000000000","","0","13.0000000000000000","","2.0000000000000000","2023-03-26 09:33:00"
"343928","1959-01-26","F","true","false","el paso","BIF","2022-09-30","170.7612210648148148","0.50000000000000000000","116.0000000000000000","0.50000000000000000000","0.10000000000000000000","0.5","0","23.0000000000000000","2775.3100000000000000","3.0000000000000000","2023-07-19 21:04:00"
"347778","1974-07-20","F","false","false","las vegas","LSV","2022-10-03","6.2013287037037037","1.00000000000000000000","226.7500000000000000","0.00000000000000000000","0.00000000000000000000","0.8","0","26.6000000000000000","846.7380000000000000","2.2500000000000000","2023-06-23 11:43:00"
"348817","1995-08-07","F","false","false","calgary","YYC","2022-10-04","5.4633159722222222","0.66666666666666666667","259.0000000000000000","0.00000000000000000000","0.00000000000000000000","1.3333333333333333","0","19.0000000000000000","458.2066666666666667","2.2500000000000000","2023-05-19 19:38:00"
"349132","1975-06-17","F","false","false","cincinnati","CVG","2022-10-04","7.3170524691358025","0.50000000000000000000","193.6666666666666667","0.33333333333333333333","0.03333333333333333333","1.5","0","22.6666666666666667","360.5300000000000000","4.6666666666666667","2023-03-22 19:12:00"
"350648","2006-03-02","F","false","false","lincoln","LNK","2022-10-05","4.10981194619212964630","0.00000000000000000000","185.0000000000000000","0.50000000000000000000","0.00000000000000000000","1","1","94.0000000000000000","212.1800000000000000","3.0000000000000000","2023-06-17 18:41:24"
"353271","1997-09-05","F","false","true","milwaukee","MKE","2022-10-07","5.4855439814814815","0.00000000000000000000","136.0000000000000000","0.00000000000000000000","0.00000000000000000000","1","0","23.0000000000000000","408.4000000000000000","0.00000000000000000000","2023-03-16 19:18:00"
"353694","1984-06-17","F","false","true","new york","LGA","2022-10-07","7.9689178240740741","0.50000000000000000000","124.0000000000000000","0.00000000000000000000","0.00000000000000000000","1","0","22.5000000000000000","230.6850000000000000","4.5000000000000000","2023-07-05 21:18:00"
"354050","1974-05-28","F","false","false","detroit","DET","2022-10-07","8.3717453703703704","0.20000000000000000000","210.4000000000000000","0.40000000000000000000","0.02000000000000000000","1","0","26.6000000000000000","391.5760000000000000","2.2000000000000000","2023-07-04 15:14:00"
"354260","1974-09-27","F","false","false","providence","PVD","2022-10-07","11.0143229166666667","1.00000000000000000000","260.0000000000000000","0.00000000000000000000","0.00000000000000000000","0.5","0","19.0000000000000000","582.5050000000000000","2.0000000000000000","2023-02-10 21:54:00"
"354311","1978-07-12","F","true","false","tucson","DMA","2022-10-08","7.2253877314814815","0.50000000000000000000","97.0000000000000000","0.00000000000000000000","0.00000000000000000000","0.5","0","19.5000000000000000","536.4450000000000000","3.0000000000000000","2023-03-11 22:46:00"
"354950","1970-10-19","M","true","false","amarillo","AMA","2022-10-08","4.5531250000000000","1.00000000000000000000","127.0000000000000000","0.00000000000000000000","0.00000000000000000000","1","0","20.0000000000000000","460.5400000000000000","6.0000000000000000","2023-01-28 20:41:00"
"356046","1989-10-17","F","false","false","ottawa","YOW","2022-10-09","8.4924016203703704","0.00000000000000000000","97.5000000000000000","0.00000000000000000000","0.00000000000000000000","1","0","19.5000000000000000","391.9050000000000000","2.0000000000000000","2023-03-03 17:37:00"
"357737","1982-10-04","F","true","true","san diego","SAN","2022-10-10","7.0947781635802469","0.40000000000000000000","171.1666666666666667","0.50000000000000000000","0.02500000000000000000","1.2","0.2","68.0000000000000000","435.3800000000000000","3.3333333333333333","2023-06-26 21:35:00"
"359072","1972-12-09","F","true","true","montreal","YUL","2022-10-11","8.7446707499508102","0.25000000000000000000","123.0000000000000000","0.25000000000000000000","0.00000000000000000000","1","0.3333333333333333","63.5000000000000000","197.6175000000000000","2.2500000000000000","2023-04-29 19:06:00"
"359080","1982-05-09","F","true","false","new york","JFK","2022-10-11","76.9029976851851852","1.00000000000000000000","338.5000000000000000","0.25000000000000000000","0.05000000000000000000","0.5","0","27.2500000000000000","1288.3900000000000000","2.0000000000000000","2023-07-03 05:18:00"
"359653","1968-12-26","M","false","false","victoria","YYJ","2022-10-12","7.0018634259259260","1.00000000000000000000","215.0000000000000000","0.50000000000000000000","0.05000000000000000000","1","0","27.0000000000000000","392.1650000000000000","1.5000000000000000","2023-02-09 09:52:00"
"361459","1982-09-16","F","true","true","houston","EFD","2022-10-13","6.9658333333333333","1.00000000000000000000","165.0000000000000000","0.00000000000000000000","0.00000000000000000000","1","0","25.0000000000000000","393.9100000000000000","1.00000000000000000000","2023-01-15 15:46:00"
"361759","1971-08-14","F","true","false","winnipeg","YWG","2022-10-13","8.3260734953703704","0.50000000000000000000","79.6666666666666667","0.25000000000000000000","0.01250000000000000000","0.75","0","28.0000000000000000","415.1475000000000000","0.66666666666666666667","2023-04-23 14:17:00"
"363535","1993-05-15","F","false","false","charlotte","CLT","2022-10-14","6.2649573250289352","0.75000000000000000000","185.0000000000000000","0.50000000000000000000","0.02500000000000000000","1","0.3333333333333333","56.5000000000000000","332.0375000000000000","2.7500000000000000","2023-06-09 17:19:00"
"365825","1979-05-10","F","false","false","los angeles","LAX","2022-10-16","8.3785725308641975","1.00000000000000000000","180.3333333333333333","0.33333333333333333333","0.00000000000000000000","3","0.5","102.3333333333333333","64.6300000000000000","6.0000000000000000","2023-06-12 18:07:00"
"371201","1996-01-16","M","false","true","new york","JFK","2022-10-20","8.6874652777777778","3.0000000000000000","","0.00000000000000000000","0.00000000000000000000","0","0","17.0000000000000000","199.4700000000000000","","2023-04-19 20:28:00"
"372970","1990-04-01","F","false","false","charlotte","CLT","2022-10-21","6.7723495370370371","0.50000000000000000000","204.0000000000000000","0.00000000000000000000","0.00000000000000000000","1","0","30.5000000000000000","646.6500000000000000","0.00000000000000000000","2023-05-22 19:45:00"
"373489","1986-12-08","F","true","true","wichita","ICT","2022-10-21","223.8961921296296296","3.0000000000000000","51.0000000000000000","1.00000000000000000000","0.25000000000000000000","1","0","28.0000000000000000","7451.3100000000000000","12.0000000000000000","2023-06-30 11:26:00"
"374331","1981-12-01","M","false","false","milwaukee","MKE","2022-10-22","5.1572183641975309","1.00000000000000000000","280.0000000000000000","0.33333333333333333333","0.00000000000000000000","0.5","0.5","101.6666666666666667","236.2600000000000000","12.0000000000000000","2023-03-05 07:47:34"
"374340","1989-06-26","F","true","false","new york","LGA","2022-10-22","336.6160185185185185","1.00000000000000000000","","1.00000000000000000000","0.05000000000000000000","0","0","16.0000000000000000","3966.1900000000000000","","2023-06-27 21:11:00"
"374341","1998-07-15","F","false","false","detroit","YIP","2022-10-22","11.4554359567901235","","152.3333333333333333","0.00000000000000000000","0.00000000000000000000","","0","14.6666666666666667","","7.3333333333333333","2023-05-31 07:57:00"
"375729","1971-04-12","F","false","false","atlanta","ATL","2022-10-23","6.6031867283950617","0.33333333333333333333","271.3333333333333333","0.66666666666666666667","0.10000000000000000000","1","0","30.6666666666666667","344.0533333333333333","2.0000000000000000","2023-07-11 19:13:00"
"375751","1974-02-09","F","true","false","cleveland","CLE","2022-10-23","8.2801388888888889","0.33333333333333333333","166.5000000000000000","0.00000000000000000000","0.00000000000000000000","0.6666666666666666","0","29.3333333333333333","235.8533333333333333","3.0000000000000000","2023-04-18 19:55:00"
"376159","1982-01-24","F","false","false","long beach","LGB","2022-10-23","10.5167129629629630","1.00000000000000000000","127.5000000000000000","0.00000000000000000000","0.00000000000000000000","2","0","23.5000000000000000","367.2400000000000000","3.0000000000000000","2023-05-10 20:51:00"
"377069","1956-03-06","F","true","false","new york","LGA","2022-10-24","192.9458912037037037","1.00000000000000000000","","1.00000000000000000000","0.02500000000000000000","0","1","107.5000000000000000","926.6700000000000000","","2023-04-29 07:17:55"
"377411","1986-05-24","F","true","false","montreal","YMX","2022-10-24","5.8742650462962963","0.00000000000000000000","113.5000000000000000","0.50000000000000000000","0.10000000000000000000","1","0","24.5000000000000000","504.3050000000000000","2.5000000000000000","2023-03-16 14:58:00"
"378565","1983-09-27","F","true","true","nashville","BNA","2022-10-25","5.9057824074074074","0.50000000000000000000","144.6000000000000000","0.40000000000000000000","0.03000000000000000000","2.5","0","19.8000000000000000","354.8150000000000000","8.8000000000000000","2023-06-30 12:52:00"
"379543","1968-01-06","F","true","false","san jose","SJC","2022-10-25","6.5681250000000000","0.33333333333333333333","231.6666666666666667","0.00000000000000000000","0.00000000000000000000","1","0","21.0000000000000000","385.0400000000000000","2.0000000000000000","2023-06-08 14:40:00"
"380434","1974-07-02","F","true","true","oklahoma city","TIK","2022-10-26","10.0840509259259259","0.33333333333333333333","265.0000000000000000","0.33333333333333333333","0.05000000000000000000","1","0","24.3333333333333333","356.9200000000000000","2.3333333333333333","2023-06-12 21:13:00"
"380436","1979-11-04","F","false","false","new york","LGA","2022-10-26","9.8589236111111111","1.00000000000000000000","165.0000000000000000","1.00000000000000000000","0.10000000000000000000","1","0","17.0000000000000000","113.2500000000000000","4.0000000000000000","2023-01-18 16:21:00"
"380757","1977-12-19","F","false","true","los angeles","LAX","2022-10-26","8.1428433641975309","0.33333333333333333333","169.6666666666666667","0.33333333333333333333","0.01666666666666666667","1","0","29.0000000000000000","165.2066666666666667","4.6666666666666667","2023-07-05 19:14:00"
"380874","1970-02-17","F","true","false","louisville","LOU","2022-10-26","8.0475038580246913","0.66666666666666666667","178.3333333333333333","1.00000000000000000000","0.18333333333333333333","1","0","18.3333333333333333","280.0833333333333333","1.3333333333333333","2023-05-06 18:43:00"
"380949","1978-02-03","F","false","false","san antonio","SAT","2022-10-26","6.06272955246913583704","0.16666666666666666667","230.0000000000000000","0.33333333333333333333","0.02500000000000000000","0.8333333333333334","0.2","67.0000000000000000","368.6450000000000000","1.8000000000000000","2023-07-17 19:55:00"
"381259","2002-12-04","F","false","true","san diego","SAN","2022-10-26","5.8892592592592593","1.00000000000000000000","68.0000000000000000","0.00000000000000000000","0.00000000000000000000","1","0","20.0000000000000000","719.4800000000000000","1.00000000000000000000","2023-01-10 09:37:00"
"381465","1990-07-19","F","false","false","san antonio","SAT","2022-10-26","5.7653091633333333","0.00000000000000000000","131.6000000000000000","0.40000000000000000000","0.02000000000000000000","1.6666666666666667","0.25","41.0000000000000000","126.3166666666666667","7.4000000000000000","2023-06-28 19:07:00"
"382181","1987-12-26","F","true","false","halifax","YHZ","2022-10-27","5.5750540123456790","0.66666666666666666667","208.0000000000000000","0.00000000000000000000","0.00000000000000000000","0.6666666666666666","0","18.3333333333333333","357.6800000000000000","2.0000000000000000","2023-06-04 12:02:00"
"382384","1967-06-15","F","true","false","st. petersburg","PIE","2022-10-27","9.6648263888888889","1.00000000000000000000","156.0000000000000000","0.00000000000000000000","0.00000000000000000000","1","0","22.0000000000000000","228.6300000000000000","0.00000000000000000000","2023-01-15 15:00:00"
"385689","1974-10-08","F","false","true","nashville","BNA","2022-10-29","12.1290798611111111","0.33333333333333333333","187.0000000000000000","0.50000000000000000000","0.07500000000000000000","1.3333333333333333","0","17.2500000000000000","431.4366666666666667","4.0000000000000000","2023-06-09 21:10:00"
"386255","1992-04-05","F","false","true","mobile","BFM","2022-10-30","13.5579976851851852","","268.0000000000000000","0.00000000000000000000","0.00000000000000000000","","0","12.0000000000000000","","4.0000000000000000","2023-03-11 21:35:00"
"386914","1977-12-08","F","true","true","hamilton","YHM","2022-10-30","124.6275771604938272","3.0000000000000000","321.0000000000000000","1.00000000000000000000","0.10000000000000000000","0.3333333333333333","0.5","80.6666666666666667","7445.0300000000000000","2.0000000000000000","2023-07-24 16:14:41"
"387282","1993-12-18","F","false","true","amarillo","AMA","2022-10-30","2.5612731481481481","","330.0000000000000000","1.00000000000000000000","0.10000000000000000000","","0","14.0000000000000000","","4.0000000000000000","2023-03-26 21:30:00"
"387783","1970-08-23","M","true","true","oakland","OAK","2022-10-31","7.9908989197530864","0.00000000000000000000","188.6666666666666667","0.00000000000000000000","0.00000000000000000000","3","0","17.3333333333333333","431.2600000000000000","4.6666666666666667","2023-02-08 15:46:00"
